food|noun
to drive|verb|{'infinitive':'to drive','past':'drived','present':'drives', 'future':'will drive'}
to drop|verb|{'infinitive':'to drop','past':'dropped','present':'drops', 'future':'will drop'}
to drown|verb|{'infinitive':'to drown','past':'drowned','present':'drowns', 'future':'will drown'}
to drum|verb|{'infinitive':'to drum','past':'drumed','present':'drums', 'future':'will drum'}
to dry|verb|{'infinitive':'to dry','past':'dried','present':'drys', 'future':'will dry'}
to dust|verb|{'infinitive':'to dust','past':'dusted','present':'dusts', 'future':'will dust'}
to dwell|verb|{'infinitive':'to dwell','past':'dwelled','present':'dwells', 'future':'will dwell'}
to earn|verb|{'infinitive':'to earn','past':'earned','present':'earns', 'future':'will earn'}
to eat|verb|{'infinitive':'to eat','past':'eated','present':'eats', 'future':'will eat'}
to edited|verb|{'infinitive':'to edited','past':'editeded','present':'editeds', 'future':'will edited'}
to educate|verb|{'infinitive':'to educate','past':'educated','present':'educates', 'future':'will educate'}
to eliminate|verb|{'infinitive':'to eliminate','past':'eliminated','present':'eliminates', 'future':'will eliminate'}
to embarrass|verb|{'infinitive':'to embarrass','past':'embarrassed','present':'embarrasss', 'future':'will embarrass'}
to employ|verb|{'infinitive':'to employ','past':'emploied','present':'employs', 'future':'will employ'}
to empty|verb|{'infinitive':'to empty','past':'emptied','present':'emptys', 'future':'will empty'}
to enacted|verb|{'infinitive':'to enacted','past':'enacteded','present':'enacteds', 'future':'will enacted'}
to encourage|verb|{'infinitive':'to encourage','past':'encouraged','present':'encourages', 'future':'will encourage'}
to end|verb|{'infinitive':'to end','past':'ended','present':'ends', 'future':'will end'}
to endure|verb|{'infinitive':'to endure','past':'endured','present':'endures', 'future':'will endure'}
to enforce|verb|{'infinitive':'to enforce','past':'enforced','present':'enforces', 'future':'will enforce'}
to engineer|verb|{'infinitive':'to engineer','past':'engineered','present':'engineers', 'future':'will engineer'}
to enhance|verb|{'infinitive':'to enhance','past':'enhanced','present':'enhances', 'future':'will enhance'}
to enjoy|verb|{'infinitive':'to enjoy','past':'enjoied','present':'enjoys', 'future':'will enjoy'}
to enlist|verb|{'infinitive':'to enlist','past':'enlisted','present':'enlists', 'future':'will enlist'}
to ensure|verb|{'infinitive':'to ensure','past':'ensured','present':'ensures', 'future':'will ensure'}
to enter|verb|{'infinitive':'to enter','past':'entered','present':'enters', 'future':'will enter'}
to entertain|verb|{'infinitive':'to entertain','past':'entertained','present':'entertains', 'future':'will entertain'}
to escape|verb|{'infinitive':'to escape','past':'escaped','present':'escapes', 'future':'will escape'}
to establish|verb|{'infinitive':'to establish','past':'established','present':'establishs', 'future':'will establish'}
to estimate|verb|{'infinitive':'to estimate','past':'estimated','present':'estimates', 'future':'will estimate'}
to evaluate|verb|{'infinitive':'to evaluate','past':'evaluated','present':'evaluates', 'future':'will evaluate'}
to examine|verb|{'infinitive':'to examine','past':'examined','present':'examines', 'future':'will examine'}
to exceed|verb|{'infinitive':'to exceed','past':'exceeded','present':'exceeds', 'future':'will exceed'}
to excite|verb|{'infinitive':'to excite','past':'excited','present':'excites', 'future':'will excite'}
to excuse|verb|{'infinitive':'to excuse','past':'excused','present':'excuses', 'future':'will excuse'}
to execute|verb|{'infinitive':'to execute','past':'executed','present':'executes', 'future':'will execute'}
to exercise|verb|{'infinitive':'to exercise','past':'exercised','present':'exercises', 'future':'will exercise'}
to exhibit|verb|{'infinitive':'to exhibit','past':'exhibited','present':'exhibits', 'future':'will exhibit'}
to exist|verb|{'infinitive':'to exist','past':'existed','present':'exists', 'future':'will exist'}
to expand|verb|{'infinitive':'to expand','past':'expanded','present':'expands', 'future':'will expand'}
to expect|verb|{'infinitive':'to expect','past':'expected','present':'expects', 'future':'will expect'}
to expedite|verb|{'infinitive':'to expedite','past':'expedited','present':'expedites', 'future':'will expedite'}
to experiment|verb|{'infinitive':'to experiment','past':'experimented','present':'experiments', 'future':'will experiment'}
to explain|verb|{'infinitive':'to explain','past':'explained','present':'explains', 'future':'will explain'}
to explode|verb|{'infinitive':'to explode','past':'exploded','present':'explodes', 'future':'will explode'}
to express|verb|{'infinitive':'to express','past':'expressed','present':'expresss', 'future':'will express'}
to extend|verb|{'infinitive':'to extend','past':'extended','present':'extends', 'future':'will extend'}
to extract|verb|{'infinitive':'to extract','past':'extracted','present':'extracts', 'future':'will extract'}
to face|verb|{'infinitive':'to face','past':'faced','present':'faces', 'future':'will face'}
to facilitate|verb|{'infinitive':'to facilitate','past':'facilitated','present':'facilitates', 'future':'will facilitate'}
to fade|verb|{'infinitive':'to fade','past':'faded','present':'fades', 'future':'will fade'}
to fail|verb|{'infinitive':'to fail','past':'failed','present':'fails', 'future':'will fail'}
to fancy|verb|{'infinitive':'to fancy','past':'fancied','present':'fancys', 'future':'will fancy'}
to fasten|verb|{'infinitive':'to fasten','past':'fastened','present':'fastens', 'future':'will fasten'}
to fax|verb|{'infinitive':'to fax','past':'faxed','present':'faxs', 'future':'will fax'}
to fear|verb|{'infinitive':'to fear','past':'feared','present':'fears', 'future':'will fear'}
to feed|verb|{'infinitive':'to feed','past':'feeded','present':'feeds', 'future':'will feed'}
to feel|verb|{'infinitive':'to feel','past':'feeled','present':'feels', 'future':'will feel'}
to fence|verb|{'infinitive':'to fence','past':'fenced','present':'fences', 'future':'will fence'}
to fetch|verb|{'infinitive':'to fetch','past':'fetched','present':'fetchs', 'future':'will fetch'}
to fight|verb|{'infinitive':'to fight','past':'fighted','present':'fights', 'future':'will fight'}
to file|verb|{'infinitive':'to file','past':'filed','present':'files', 'future':'will file'}
to fill|verb|{'infinitive':'to fill','past':'filled','present':'fills', 'future':'will fill'}
to film|verb|{'infinitive':'to film','past':'filmed','present':'films', 'future':'will film'}
to finalize|verb|{'infinitive':'to finalize','past':'finalized','present':'finalizes', 'future':'will finalize'}
to finance|verb|{'infinitive':'to finance','past':'financed','present':'finances', 'future':'will finance'}
to find|verb|{'infinitive':'to find','past':'finded','present':'finds', 'future':'will find'}
to fire|verb|{'infinitive':'to fire','past':'fired','present':'fires', 'future':'will fire'}
to fit|verb|{'infinitive':'to fit','past':'fited','present':'fits', 'future':'will fit'}
to fix|verb|{'infinitive':'to fix','past':'fixed','present':'fixs', 'future':'will fix'}
to flap|verb|{'infinitive':'to flap','past':'flapped','present':'flaps', 'future':'will flap'}
to flash|verb|{'infinitive':'to flash','past':'flashed','present':'flashs', 'future':'will flash'}
to flee|verb|{'infinitive':'to flee','past':'fleed','present':'flees', 'future':'will flee'}
to fling|verb|{'infinitive':'to fling','past':'flinged','present':'flings', 'future':'will fling'}
to float|verb|{'infinitive':'to float','past':'floated','present':'floats', 'future':'will float'}
to flood|verb|{'infinitive':'to flood','past':'flooded','present':'floods', 'future':'will flood'}
to flow|verb|{'infinitive':'to flow','past':'flowed','present':'flows', 'future':'will flow'}
to flower|verb|{'infinitive':'to flower','past':'flowered','present':'flowers', 'future':'will flower'}
to fly|verb|{'infinitive':'to fly','past':'flied','present':'flys', 'future':'will fly'}
to fold|verb|{'infinitive':'to fold','past':'folded','present':'folds', 'future':'will fold'}
to follow|verb|{'infinitive':'to follow','past':'followed','present':'follows', 'future':'will follow'}
to fool|verb|{'infinitive':'to fool','past':'fooled','present':'fools', 'future':'will fool'}
to forbid|verb|{'infinitive':'to forbid','past':'forbided','present':'forbids', 'future':'will forbid'}
to force|verb|{'infinitive':'to force','past':'forced','present':'forces', 'future':'will force'}
to forecast|verb|{'infinitive':'to forecast','past':'forecasted','present':'forecasts', 'future':'will forecast'}
to forego|verb|{'infinitive':'to forego','past':'foregoed','present':'foregos', 'future':'will forego'}
to foresee|verb|{'infinitive':'to foresee','past':'foreseed','present':'foresees', 'future':'will foresee'}
to foretell|verb|{'infinitive':'to foretell','past':'foretelled','present':'foretells', 'future':'will foretell'}
to forget|verb|{'infinitive':'to forget','past':'forgeted','present':'forgets', 'future':'will forget'}
to forgive|verb|{'infinitive':'to forgive','past':'forgived','present':'forgives', 'future':'will forgive'}
to form|verb|{'infinitive':'to form','past':'formed','present':'forms', 'future':'will form'}
to formulate|verb|{'infinitive':'to formulate','past':'formulated','present':'formulates', 'future':'will formulate'}
to forsake|verb|{'infinitive':'to forsake','past':'forsaked','present':'forsakes', 'future':'will forsake'}
to frame|verb|{'infinitive':'to frame','past':'framed','present':'frames', 'future':'will frame'}
to freeze|verb|{'infinitive':'to freeze','past':'freezed','present':'freezes', 'future':'will freeze'}
to frighten|verb|{'infinitive':'to frighten','past':'frightened','present':'frightens', 'future':'will frighten'}
to fry|verb|{'infinitive':'to fry','past':'fried','present':'frys', 'future':'will fry'}
to gather|verb|{'infinitive':'to gather','past':'gathered','present':'gathers', 'future':'will gather'}
to gaze|verb|{'infinitive':'to gaze','past':'gazed','present':'gazes', 'future':'will gaze'}
to generate|verb|{'infinitive':'to generate','past':'generated','present':'generates', 'future':'will generate'}
to get|verb|{'infinitive':'to get','past':'geted','present':'gets', 'future':'will get'}
to give|verb|{'infinitive':'to give','past':'gived','present':'gives', 'future':'will give'}
to glow|verb|{'infinitive':'to glow','past':'glowed','present':'glows', 'future':'will glow'}
to glue|verb|{'infinitive':'to glue','past':'glued','present':'glues', 'future':'will glue'}
to go|verb|{'infinitive':'to go','past':'goed','present':'gos', 'future':'will go'}
to govern|verb|{'infinitive':'to govern','past':'governed','present':'governs', 'future':'will govern'}
to grab|verb|{'infinitive':'to grab','past':'grabed','present':'grabs', 'future':'will grab'}
to graduate|verb|{'infinitive':'to graduate','past':'graduated','present':'graduates', 'future':'will graduate'}
to grate|verb|{'infinitive':'to grate','past':'grated','present':'grates', 'future':'will grate'}
to grease|verb|{'infinitive':'to grease','past':'greased','present':'greases', 'future':'will grease'}
to greet|verb|{'infinitive':'to greet','past':'greeted','present':'greets', 'future':'will greet'}
to grin|verb|{'infinitive':'to grin','past':'grined','present':'grins', 'future':'will grin'}
to grind|verb|{'infinitive':'to grind','past':'grinded','present':'grinds', 'future':'will grind'}
to grip|verb|{'infinitive':'to grip','past':'gripped','present':'grips', 'future':'will grip'}
to groan|verb|{'infinitive':'to groan','past':'groaned','present':'groans', 'future':'will groan'}
to grow|verb|{'infinitive':'to grow','past':'growed','present':'grows', 'future':'will grow'}
to guarantee|verb|{'infinitive':'to guarantee','past':'guaranteed','present':'guarantees', 'future':'will guarantee'}
to guard|verb|{'infinitive':'to guard','past':'guarded','present':'guards', 'future':'will guard'}
to guess|verb|{'infinitive':'to guess','past':'guessed','present':'guesss', 'future':'will guess'}
to guide|verb|{'infinitive':'to guide','past':'guided','present':'guides', 'future':'will guide'}
to hammer|verb|{'infinitive':'to hammer','past':'hammered','present':'hammers', 'future':'will hammer'}
to hand|verb|{'infinitive':'to hand','past':'handed','present':'hands', 'future':'will hand'}
to handle|verb|{'infinitive':'to handle','past':'handled','present':'handles', 'future':'will handle'}
to handwrite|verb|{'infinitive':'to handwrite','past':'handwrited','present':'handwrites', 'future':'will handwrite'}
to hang|verb|{'infinitive':'to hang','past':'hanged','present':'hangs', 'future':'will hang'}
to happen|verb|{'infinitive':'to happen','past':'happened','present':'happens', 'future':'will happen'}
to harass|verb|{'infinitive':'to harass','past':'harassed','present':'harasss', 'future':'will harass'}
to harm|verb|{'infinitive':'to harm','past':'harmed','present':'harms', 'future':'will harm'}
to hate|verb|{'infinitive':'to hate','past':'hated','present':'hates', 'future':'will hate'}
to haunt|verb|{'infinitive':'to haunt','past':'haunted','present':'haunts', 'future':'will haunt'}
to head|verb|{'infinitive':'to head','past':'headed','present':'heads', 'future':'will head'}
to heal|verb|{'infinitive':'to heal','past':'healed','present':'heals', 'future':'will heal'}
to heap|verb|{'infinitive':'to heap','past':'heapped','present':'heaps', 'future':'will heap'}
to hear|verb|{'infinitive':'to hear','past':'heared','present':'hears', 'future':'will hear'}
to heat|verb|{'infinitive':'to heat','past':'heated','present':'heats', 'future':'will heat'}
to help|verb|{'infinitive':'to help','past':'helpped','present':'helps', 'future':'will help'}
to hide|verb|{'infinitive':'to hide','past':'hided','present':'hides', 'future':'will hide'}
to hit|verb|{'infinitive':'to hit','past':'hited','present':'hits', 'future':'will hit'}
to hold|verb|{'infinitive':'to hold','past':'holded','present':'holds', 'future':'will hold'}
to hook|verb|{'infinitive':'to hook','past':'hooked','present':'hooks', 'future':'will hook'}
to hop|verb|{'infinitive':'to hop','past':'hopped','present':'hops', 'future':'will hop'}
to hope|verb|{'infinitive':'to hope','past':'hoped','present':'hopes', 'future':'will hope'}
to hover|verb|{'infinitive':'to hover','past':'hovered','present':'hovers', 'future':'will hover'}
to hug|verb|{'infinitive':'to hug','past':'huged','present':'hugs', 'future':'will hug'}
to hum|verb|{'infinitive':'to hum','past':'humed','present':'hums', 'future':'will hum'}
to hunt|verb|{'infinitive':'to hunt','past':'hunted','present':'hunts', 'future':'will hunt'}
to hurry|verb|{'infinitive':'to hurry','past':'hurried','present':'hurrys', 'future':'will hurry'}
to hurt|verb|{'infinitive':'to hurt','past':'hurted','present':'hurts', 'future':'will hurt'}
to hypothesize|verb|{'infinitive':'to hypothesize','past':'hypothesized','present':'hypothesizes', 'future':'will hypothesize'}
to identify|verb|{'infinitive':'to identify','past':'identified','present':'identifys', 'future':'will identify'}
to ignore|verb|{'infinitive':'to ignore','past':'ignored','present':'ignores', 'future':'will ignore'}
to illustrate|verb|{'infinitive':'to illustrate','past':'illustrated','present':'illustrates', 'future':'will illustrate'}
to imagine|verb|{'infinitive':'to imagine','past':'imagined','present':'imagines', 'future':'will imagine'}
to implement|verb|{'infinitive':'to implement','past':'implemented','present':'implements', 'future':'will implement'}
to impress|verb|{'infinitive':'to impress','past':'impressed','present':'impresss', 'future':'will impress'}
to improve|verb|{'infinitive':'to improve','past':'improved','present':'improves', 'future':'will improve'}
to improvise|verb|{'infinitive':'to improvise','past':'improvised','present':'improvises', 'future':'will improvise'}
to include|verb|{'infinitive':'to include','past':'included','present':'includes', 'future':'will include'}
to increase|verb|{'infinitive':'to increase','past':'increased','present':'increases', 'future':'will increase'}
to induce|verb|{'infinitive':'to induce','past':'induced','present':'induces', 'future':'will induce'}
to influence|verb|{'infinitive':'to influence','past':'influenced','present':'influences', 'future':'will influence'}
to inform|verb|{'infinitive':'to inform','past':'informed','present':'informs', 'future':'will inform'}
to initiate|verb|{'infinitive':'to initiate','past':'initiated','present':'initiates', 'future':'will initiate'}
to inject|verb|{'infinitive':'to inject','past':'injected','present':'injects', 'future':'will inject'}
to injure|verb|{'infinitive':'to injure','past':'injured','present':'injures', 'future':'will injure'}
to inlay|verb|{'infinitive':'to inlay','past':'inlaied','present':'inlays', 'future':'will inlay'}
to innovate|verb|{'infinitive':'to innovate','past':'innovated','present':'innovates', 'future':'will innovate'}
to input|verb|{'infinitive':'to input','past':'inputed','present':'inputs', 'future':'will input'}
to inspect|verb|{'infinitive':'to inspect','past':'inspected','present':'inspects', 'future':'will inspect'}
to inspire|verb|{'infinitive':'to inspire','past':'inspired','present':'inspires', 'future':'will inspire'}
to install|verb|{'infinitive':'to install','past':'installed','present':'installs', 'future':'will install'}
to institute|verb|{'infinitive':'to institute','past':'instituted','present':'institutes', 'future':'will institute'}
to instruct|verb|{'infinitive':'to instruct','past':'instructed','present':'instructs', 'future':'will instruct'}
to insure|verb|{'infinitive':'to insure','past':'insured','present':'insures', 'future':'will insure'}
to integrate|verb|{'infinitive':'to integrate','past':'integrated','present':'integrates', 'future':'will integrate'}
to intend|verb|{'infinitive':'to intend','past':'intended','present':'intends', 'future':'will intend'}
to intensify|verb|{'infinitive':'to intensify','past':'intensified','present':'intensifys', 'future':'will intensify'}
to interest|verb|{'infinitive':'to interest','past':'interested','present':'interests', 'future':'will interest'}
to interfere|verb|{'infinitive':'to interfere','past':'interfered','present':'interferes', 'future':'will interfere'}
to interlay|verb|{'infinitive':'to interlay','past':'interlaied','present':'interlays', 'future':'will interlay'}
to interpret|verb|{'infinitive':'to interpret','past':'interpreted','present':'interprets', 'future':'will interpret'}
to interrupt|verb|{'infinitive':'to interrupt','past':'interrupted','present':'interrupts', 'future':'will interrupt'}
to interview|verb|{'infinitive':'to interview','past':'interviewed','present':'interviews', 'future':'will interview'}
to introduce|verb|{'infinitive':'to introduce','past':'introduced','present':'introduces', 'future':'will introduce'}
to invent|verb|{'infinitive':'to invent','past':'invented','present':'invents', 'future':'will invent'}
to inventory|verb|{'infinitive':'to inventory','past':'inventoried','present':'inventorys', 'future':'will inventory'}
to investigate|verb|{'infinitive':'to investigate','past':'investigated','present':'investigates', 'future':'will investigate'}
to invite|verb|{'infinitive':'to invite','past':'invited','present':'invites', 'future':'will invite'}
to irritate|verb|{'infinitive':'to irritate','past':'irritated','present':'irritates', 'future':'will irritate'}
to itch|verb|{'infinitive':'to itch','past':'itched','present':'itchs', 'future':'will itch'}
to jail|verb|{'infinitive':'to jail','past':'jailed','present':'jails', 'future':'will jail'}
to jam|verb|{'infinitive':'to jam','past':'jamed','present':'jams', 'future':'will jam'}
to jog|verb|{'infinitive':'to jog','past':'joged','present':'jogs', 'future':'will jog'}
to join|verb|{'infinitive':'to join','past':'joined','present':'joins', 'future':'will join'}
to joke|verb|{'infinitive':'to joke','past':'joked','present':'jokes', 'future':'will joke'}
to judge|verb|{'infinitive':'to judge','past':'judged','present':'judges', 'future':'will judge'}
to juggle|verb|{'infinitive':'to juggle','past':'juggled','present':'juggles', 'future':'will juggle'}
to jump|verb|{'infinitive':'to jump','past':'jumpped','present':'jumps', 'future':'will jump'}
to justify|verb|{'infinitive':'to justify','past':'justified','present':'justifys', 'future':'will justify'}
to keep|verb|{'infinitive':'to keep','past':'keepped','present':'keeps', 'future':'will keep'}
to kept|verb|{'infinitive':'to kept','past':'kepted','present':'kepts', 'future':'will kept'}
to kick|verb|{'infinitive':'to kick','past':'kicked','present':'kicks', 'future':'will kick'}
to kill|verb|{'infinitive':'to kill','past':'killed','present':'kills', 'future':'will kill'}
to kiss|verb|{'infinitive':'to kiss','past':'kissed','present':'kisss', 'future':'will kiss'}
to kneel|verb|{'infinitive':'to kneel','past':'kneeled','present':'kneels', 'future':'will kneel'}
to knit|verb|{'infinitive':'to knit','past':'knited','present':'knits', 'future':'will knit'}
to knock|verb|{'infinitive':'to knock','past':'knocked','present':'knocks', 'future':'will knock'}
to knot|verb|{'infinitive':'to knot','past':'knoted','present':'knots', 'future':'will knot'}
to know|verb|{'infinitive':'to know','past':'knowed','present':'knows', 'future':'will know'}
to label|verb|{'infinitive':'to label','past':'labeled','present':'labels', 'future':'will label'}
to land|verb|{'infinitive':'to land','past':'landed','present':'lands', 'future':'will land'}
to last|verb|{'infinitive':'to last','past':'lasted','present':'lasts', 'future':'will last'}
to laugh|verb|{'infinitive':'to laugh','past':'laughed','present':'laughs', 'future':'will laugh'}
to launch|verb|{'infinitive':'to launch','past':'launched','present':'launchs', 'future':'will launch'}
to lay|verb|{'infinitive':'to lay','past':'laied','present':'lays', 'future':'will lay'}
to lead|verb|{'infinitive':'to lead','past':'leaded','present':'leads', 'future':'will lead'}
to lean|verb|{'infinitive':'to lean','past':'leaned','present':'leans', 'future':'will lean'}
to leap|verb|{'infinitive':'to leap','past':'leapped','present':'leaps', 'future':'will leap'}
to learn|verb|{'infinitive':'to learn','past':'learned','present':'learns', 'future':'will learn'}
to leave|verb|{'infinitive':'to leave','past':'leaved','present':'leaves', 'future':'will leave'}
to lecture|verb|{'infinitive':'to lecture','past':'lectured','present':'lectures', 'future':'will lecture'}
to led|verb|{'infinitive':'to led','past':'leded','present':'leds', 'future':'will led'}
to lend|verb|{'infinitive':'to lend','past':'lended','present':'lends', 'future':'will lend'}
to let|verb|{'infinitive':'to let','past':'leted','present':'lets', 'future':'will let'}
to level|verb|{'infinitive':'to level','past':'leveled','present':'levels', 'future':'will level'}
to license|verb|{'infinitive':'to license','past':'licensed','present':'licenses', 'future':'will license'}
to lick|verb|{'infinitive':'to lick','past':'licked','present':'licks', 'future':'will lick'}
to lie|verb|{'infinitive':'to lie','past':'lied','present':'lies', 'future':'will lie'}
to lifted|verb|{'infinitive':'to lifted','past':'lifteded','present':'lifteds', 'future':'will lifted'}
to light|verb|{'infinitive':'to light','past':'lighted','present':'lights', 'future':'will light'}
to lighten|verb|{'infinitive':'to lighten','past':'lightened','present':'lightens', 'future':'will lighten'}
to like|verb|{'infinitive':'to like','past':'liked','present':'likes', 'future':'will like'}
to list|verb|{'infinitive':'to list','past':'listed','present':'lists', 'future':'will list'}
to listen|verb|{'infinitive':'to listen','past':'listened','present':'listens', 'future':'will listen'}
to live|verb|{'infinitive':'to live','past':'lived','present':'lives', 'future':'will live'}
to load|verb|{'infinitive':'to load','past':'loaded','present':'loads', 'future':'will load'}
to locate|verb|{'infinitive':'to locate','past':'located','present':'locates', 'future':'will locate'}
to lock|verb|{'infinitive':'to lock','past':'locked','present':'locks', 'future':'will lock'}
to log|verb|{'infinitive':'to log','past':'loged','present':'logs', 'future':'will log'}
to long|verb|{'infinitive':'to long','past':'longed','present':'longs', 'future':'will long'}
to look|verb|{'infinitive':'to look','past':'looked','present':'looks', 'future':'will look'}
to lose|verb|{'infinitive':'to lose','past':'losed','present':'loses', 'future':'will lose'}
to love|verb|{'infinitive':'to love','past':'loved','present':'loves', 'future':'will love'}
to maintain|verb|{'infinitive':'to maintain','past':'maintained','present':'maintains', 'future':'will maintain'}
to make|verb|{'infinitive':'to make','past':'maked','present':'makes', 'future':'will make'}
to man|verb|{'infinitive':'to man','past':'maned','present':'mans', 'future':'will man'}
to manage|verb|{'infinitive':'to manage','past':'managed','present':'manages', 'future':'will manage'}
to manipulate|verb|{'infinitive':'to manipulate','past':'manipulated','present':'manipulates', 'future':'will manipulate'}
to manufacture|verb|{'infinitive':'to manufacture','past':'manufactured','present':'manufactures', 'future':'will manufacture'}
to map|verb|{'infinitive':'to map','past':'mapped','present':'maps', 'future':'will map'}
to march|verb|{'infinitive':'to march','past':'marched','present':'marchs', 'future':'will march'}
to mark|verb|{'infinitive':'to mark','past':'marked','present':'marks', 'future':'will mark'}
to market|verb|{'infinitive':'to market','past':'marketed','present':'markets', 'future':'will market'}
to marry|verb|{'infinitive':'to marry','past':'married','present':'marrys', 'future':'will marry'}
to match|verb|{'infinitive':'to match','past':'matched','present':'matchs', 'future':'will match'}
to mate|verb|{'infinitive':'to mate','past':'mated','present':'mates', 'future':'will mate'}
to matter|verb|{'infinitive':'to matter','past':'mattered','present':'matters', 'future':'will matter'}
to mean|verb|{'infinitive':'to mean','past':'meaned','present':'means', 'future':'will mean'}
to measure|verb|{'infinitive':'to measure','past':'measured','present':'measures', 'future':'will measure'}
to meddle|verb|{'infinitive':'to meddle','past':'meddled','present':'meddles', 'future':'will meddle'}
to mediate|verb|{'infinitive':'to mediate','past':'mediated','present':'mediates', 'future':'will mediate'}
to meet|verb|{'infinitive':'to meet','past':'meeted','present':'meets', 'future':'will meet'}
to melt|verb|{'infinitive':'to melt','past':'melted','present':'melts', 'future':'will melt'}
to memorize|verb|{'infinitive':'to memorize','past':'memorized','present':'memorizes', 'future':'will memorize'}
to mend|verb|{'infinitive':'to mend','past':'mended','present':'mends', 'future':'will mend'}
to mentor|verb|{'infinitive':'to mentor','past':'mentored','present':'mentors', 'future':'will mentor'}
to milk|verb|{'infinitive':'to milk','past':'milked','present':'milks', 'future':'will milk'}
to mine|verb|{'infinitive':'to mine','past':'mined','present':'mines', 'future':'will mine'}
to mislead|verb|{'infinitive':'to mislead','past':'misleaded','present':'misleads', 'future':'will mislead'}
to miss|verb|{'infinitive':'to miss','past':'missed','present':'misss', 'future':'will miss'}
to misspell|verb|{'infinitive':'to misspell','past':'misspelled','present':'misspells', 'future':'will misspell'}
to mistake|verb|{'infinitive':'to mistake','past':'mistaked','present':'mistakes', 'future':'will mistake'}
to misunderstand|verb|{'infinitive':'to misunderstand','past':'misunderstanded','present':'misunderstands', 'future':'will misunderstand'}
to mix|verb|{'infinitive':'to mix','past':'mixed','present':'mixs', 'future':'will mix'}
to moan|verb|{'infinitive':'to moan','past':'moaned','present':'moans', 'future':'will moan'}
to model|verb|{'infinitive':'to model','past':'modeled','present':'models', 'future':'will model'}
to modify|verb|{'infinitive':'to modify','past':'modified','present':'modifys', 'future':'will modify'}
to monitor|verb|{'infinitive':'to monitor','past':'monitored','present':'monitors', 'future':'will monitor'}
to moor|verb|{'infinitive':'to moor','past':'moored','present':'moors', 'future':'will moor'}
to motivate|verb|{'infinitive':'to motivate','past':'motivated','present':'motivates', 'future':'will motivate'}
to mourn|verb|{'infinitive':'to mourn','past':'mourned','present':'mourns', 'future':'will mourn'}
to move|verb|{'infinitive':'to move','past':'moved','present':'moves', 'future':'will move'}
to mow|verb|{'infinitive':'to mow','past':'mowed','present':'mows', 'future':'will mow'}
to muddle|verb|{'infinitive':'to muddle','past':'muddled','present':'muddles', 'future':'will muddle'}
to mug|verb|{'infinitive':'to mug','past':'muged','present':'mugs', 'future':'will mug'}
to multiply|verb|{'infinitive':'to multiply','past':'multiplied','present':'multiplys', 'future':'will multiply'}
to murder|verb|{'infinitive':'to murder','past':'murdered','present':'murders', 'future':'will murder'}
to nail|verb|{'infinitive':'to nail','past':'nailed','present':'nails', 'future':'will nail'}
to name|verb|{'infinitive':'to name','past':'named','present':'names', 'future':'will name'}
to navigate|verb|{'infinitive':'to navigate','past':'navigated','present':'navigates', 'future':'will navigate'}
to need|verb|{'infinitive':'to need','past':'needed','present':'needs', 'future':'will need'}
to negotiate|verb|{'infinitive':'to negotiate','past':'negotiated','present':'negotiates', 'future':'will negotiate'}
to nest|verb|{'infinitive':'to nest','past':'nested','present':'nests', 'future':'will nest'}
to nod|verb|{'infinitive':'to nod','past':'noded','present':'nods', 'future':'will nod'}
to nominate|verb|{'infinitive':'to nominate','past':'nominated','present':'nominates', 'future':'will nominate'}
to normalize|verb|{'infinitive':'to normalize','past':'normalized','present':'normalizes', 'future':'will normalize'}
to note|verb|{'infinitive':'to note','past':'noted','present':'notes', 'future':'will note'}
to notice|verb|{'infinitive':'to notice','past':'noticed','present':'notices', 'future':'will notice'}
to number|verb|{'infinitive':'to number','past':'numbered','present':'numbers', 'future':'will number'}
to obey|verb|{'infinitive':'to obey','past':'obeied','present':'obeys', 'future':'will obey'}
to object|verb|{'infinitive':'to object','past':'objected','present':'objects', 'future':'will object'}
to observe|verb|{'infinitive':'to observe','past':'observed','present':'observes', 'future':'will observe'}
to obtain|verb|{'infinitive':'to obtain','past':'obtained','present':'obtains', 'future':'will obtain'}
to occur|verb|{'infinitive':'to occur','past':'occured','present':'occurs', 'future':'will occur'}
to offend|verb|{'infinitive':'to offend','past':'offended','present':'offends', 'future':'will offend'}
to offer|verb|{'infinitive':'to offer','past':'offered','present':'offers', 'future':'will offer'}
to officiate|verb|{'infinitive':'to officiate','past':'officiated','present':'officiates', 'future':'will officiate'}
to open|verb|{'infinitive':'to open','past':'opened','present':'opens', 'future':'will open'}
to operate|verb|{'infinitive':'to operate','past':'operated','present':'operates', 'future':'will operate'}
to order|verb|{'infinitive':'to order','past':'ordered','present':'orders', 'future':'will order'}
to organize|verb|{'infinitive':'to organize','past':'organized','present':'organizes', 'future':'will organize'}
to orient|verb|{'infinitive':'to orient','past':'oriented','present':'orients', 'future':'will oriented'}
to originate|verb|{'infinitive':'to originate','past':'originated','present':'originates', 'future':'will originate'}
to overcome|verb|{'infinitive':'to overcome','past':'overcomed','present':'overcomes', 'future':'will overcome'}
to overdo|verb|{'infinitive':'to overdo','past':'overdoed','present':'overdos', 'future':'will overdo'}
to overdraw|verb|{'infinitive':'to overdraw','past':'overdrawed','present':'overdraws', 'future':'will overdraw'}
to overflow|verb|{'infinitive':'to overflow','past':'overflowed','present':'overflows', 'future':'will overflow'}
to overhear|verb|{'infinitive':'to overhear','past':'overheared','present':'overhears', 'future':'will overhear'}
